Fecha Modificación;Fecha Descarga;Cód. Puesto;Dotación;Puesto;Cód. Departamento-Organismo Autónomo;Departamento-Organismo Autónomo;Cód. Centro Orgánico;Centro Orgánico;Cód. Centro Destino;Centro Destino;Categoria Retributiva;Perfil Lingüístico;Fecha de Preceptividad;Importe retributivo
09/05/2016;09/02/2017;3459;19;CONDUCTOR DE DEPARTAMENTO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;051100000000;DIRECCION DE SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;;29.041,18
09/05/2016;09/02/2017;3459;21;CONDUCTOR DE DEPARTAMENTO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;051100000000;DIRECCION DE SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;31/03/2014;29.041,18
09/05/2016;09/02/2017;3457;6;AUXILIAR ADMINISTRATIVO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053010000000;DELEG. TERRITORIAL DE VIVIENDA-ÁLAVA;001097;GOBIERNO VASCO - GASTEIZ, SAMANIEGO, 2 Y 6;4;02;;26.289,50
09/05/2016;09/02/2017;3565;1;TÉCNICO/A MEDIO ADMINISTRACIÓN;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053010000000;DELEG. TERRITORIAL DE VIVIENDA-ÁLAVA;001097;GOBIERNO VASCO - GASTEIZ, SAMANIEGO, 2 Y 6;10;03;;36.704,96
09/05/2016;09/02/2017;3457;7;AUXILIAR ADMINISTRATIVO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053020000000;DELEG. TERRITORIAL DE VIVIENDA-GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;4;02;;26.289,50
09/05/2016;09/02/2017;3457;8;AUXILIAR ADMINISTRATIVO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053020000000;DELEG. TERRITORIAL DE VIVIENDA-GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;4;02;;26.289,50
09/05/2016;09/02/2017;3458;4;ASESOR JURIDICO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053020000000;DELEG. TERRITORIAL DE VIVIENDA-GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;12;04;;41.910,58
09/05/2016;09/02/2017;3458;5;ASESOR JURIDICO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053020000000;DELEG. TERRITORIAL DE VIVIENDA-GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;12;04;31/03/2014;41.910,58
09/05/2016;09/02/2017;3565;2;TÉCNICO/A MEDIO ADMINISTRACIÓN;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053020000000;DELEG. TERRITORIAL DE VIVIENDA-GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;10;03;;36.704,96
09/05/2016;09/02/2017;3001;9;LIMPIADOR/A;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;1;01;;22.155,70
09/05/2016;09/02/2017;3446;24;SUBALTERNO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;1;01;;22.155,70
09/05/2016;09/02/2017;3457;10;AUXILIAR ADMINISTRATIVO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;02;;26.289,50
09/05/2016;09/02/2017;3457;9;AUXILIAR ADMINISTRATIVO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;02;;26.289,50
09/05/2016;09/02/2017;3458;6;ASESOR JURIDICO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;04;;41.910,58
09/05/2016;09/02/2017;3458;7;ASESOR JURIDICO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;04;;41.910,58
09/05/2016;09/02/2017;3458;8;ASESOR JURIDICO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;04;;41.910,58
09/05/2016;09/02/2017;3567;1;ADMINISTRATIVO/A GESTIÓN;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053030000000;DELEG. TERRITORIAL DE VIVIENDA-BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;8;03;;32.422,88
09/05/2016;09/02/2017;3335;1;AYUDANTE DE LABORATORIO;05;MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;053100000000;DIRECCION DE VIVIENDA;000812;LABORATORIO DE CONTROL DE CALIDAD DE LA DIR.ARQU;5;01;;27.557,48
09/05/2016;09/02/2017;3459;24;CONDUCTOR DE DEPARTAMENTO;06;HACIENDA Y ECONOMÍA;060200000000;DIRECCION DE SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;31/10/1992;29.041,18
09/05/2016;09/02/2017;3459;9;CONDUCTOR DE DEPARTAMENTO;06;HACIENDA Y ECONOMÍA;060200000000;DIRECCION DE SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;31/03/2014;29.041,18
09/05/2016;09/02/2017;3541;3;ADMINISTRATIVO/A B;07;EDUCACIÓN;071200000000;DIRECCION DE GESTION DE PERSONAL;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;02;31/03/2014;29.041,18
09/05/2016;09/02/2017;3459;10;CONDUCTOR DE DEPARTAMENTO;07;EDUCACIÓN;071400000000;DIR. DE RÉGIMEN JURÍDICO Y SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;;29.041,18
09/05/2016;09/02/2017;3459;11;CONDUCTOR DE DEPARTAMENTO;07;EDUCACIÓN;071400000000;DIR. DE RÉGIMEN JURÍDICO Y SERVICIOS;000117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;01;31/10/1991;29.041,18
;09/02/2017;3061;11;TECNICO DE MANTENIMIENTO;07;EDUCACIÓN;072010000000;DELEGACION TERRITORIAL DE ALAVA;003839;CPM JESÚS GURIDI MKP;6;02;31/10/2017;29.041,18
09/05/2016;09/02/2017;3447;1;ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072010000000;DELEGACION TERRITORIAL DE ALAVA;004018;IES EKIALDEA BHI;6;02;31/10/2004;29.041,18
09/05/2016;09/02/2017;3061;8;TECNICO DE MANTENIMIENTO;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);6;02;31/10/2013;29.041,18
09/05/2016;09/02/2017;3061;9;TECNICO DE MANTENIMIENTO;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);6;02;31/10/2013;29.041,18
09/05/2016;09/02/2017;3417;1;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/10/1997;24.938,08
09/05/2016;09/02/2017;3417;10;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/12/2999;24.938,08
09/05/2016;09/02/2017;3417;11;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/10/2009;24.938,08
09/05/2016;09/02/2017;3417;2;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/03/2014;24.938,08
09/05/2016;09/02/2017;3417;4;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/03/2014;24.938,08
09/05/2016;09/02/2017;3417;8;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/10/2003;24.938,08
09/05/2016;09/02/2017;3417;9;EMPLEADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/03/2004;24.938,08
09/05/2016;09/02/2017;3418;1;ENCARGADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);5;01;31/10/1997;27.557,48
09/05/2016;09/02/2017;3418;2;ENCARGADO COMEDOR COCINA C.E.E.;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);5;01;31/03/2014;27.557,48
09/05/2016;09/02/2017;3446;23;SUBALTERNO;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;1;01;31/03/2016;22.155,70
09/05/2016;09/02/2017;3447;6;ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004279;CEIP TALAIA HLHI;6;02;31/10/2003;29.041,18
09/05/2016;09/02/2017;3448;18;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;003778;IES MUTRIKU BHI;4;02;30/04/1999;26.289,50
09/05/2016;09/02/2017;3448;24;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004112;CIFP DON BOSCO LHII (RENTERIA);4;02;;26.289,50
09/05/2016;09/02/2017;3448;27;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;003891;IES HIRUBIDE BHI;4;02;;26.289,50
09/05/2016;09/02/2017;3448;5;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;003945;IES MONTE ALBERTIA BHI;4;02;31/10/2008;26.289,50
09/05/2016;09/02/2017;3449;1;TECNICO DE GESTION A CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;003988;IES UROLA IKASTOLA AZKOITIA-AZPEITIA BHI;10;03;30/04/1999;36.704,96
09/05/2016;09/02/2017;3449;2;TECNICO DE GESTION A CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004193;CEIP ELIZATXO IKASTOLA HLHI;10;03;;36.704,96
09/05/2016;09/02/2017;3449;3;TECNICO DE GESTION A CENTROS PUBLICOS;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004044;CEIP LANGILE IKASTOLA HLHI;10;03;30/04/1999;36.704,96
09/05/2016;09/02/2017;3464;1;AYUDANTE LAVANDERIA CEE;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/03/2014;24.938,08
09/05/2016;09/02/2017;3464;2;AYUDANTE LAVANDERIA CEE;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/10/2006;24.938,08
09/05/2016;09/02/2017;3464;3;AYUDANTE LAVANDERIA CEE;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;;24.938,08
09/05/2016;09/02/2017;3544;1;VIGILANTE NOCTURNO/A;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;31/10/1992;24.938,08
09/05/2016;09/02/2017;3544;2;VIGILANTE NOCTURNO/A;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);3;01;;24.938,08
09/05/2016;09/02/2017;3545;1;JEFE/A CONSERVACION;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);8;01;31/03/2008;32.422,88
09/05/2016;09/02/2017;3557;1;ARQUITECTO/A TECNICO;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;11;03;31/03/2014;39.197,10
09/05/2016;09/02/2017;3559;1;JEFE/A COCINA-COMEDOR;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;004058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACIÓN);8;01;31/10/2010;32.422,88
09/05/2016;09/02/2017;3568;1;ADMINISTRATIVO/A GENERAL;07;EDUCACIÓN;072020000000;DELEGACION TERRITORIAL DE GIPUZKOA;000156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;5;02;31/03/2016;27.557,48
09/05/2016;09/02/2017;3448;30;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;004330;CEIP ARIZKO IKASTOLA HLHI;4;02;30/04/1999;26.289,50
09/05/2016;09/02/2017;3448;35;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;004344;IES LUIS BRIÑAS-SANTUTXU BHI;4;02;30/04/1999;26.289,50
09/05/2016;09/02/2017;3455;3;AUXILIAR ADMINISTRATIVO;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;02;;27.557,48
09/05/2016;09/02/2017;3455;4;AUXILIAR ADMINISTRATIVO;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;02;;27.557,48
09/05/2016;09/02/2017;3457;4;AUXILIAR ADMINISTRATIVO;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;02;;26.289,50
09/05/2016;09/02/2017;3457;5;AUXILIAR ADMINISTRATIVO;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;02;;26.289,50
09/05/2016;09/02/2017;3568;2;ADMINISTRATIVO/A GENERAL;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;02;;27.557,48
09/05/2016;09/02/2017;3568;4;ADMINISTRATIVO/A GENERAL;07;EDUCACIÓN;072030000000;DELEGACION TERRITORIAL DE BIZKAIA;000755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;02;;27.557,48
09/05/2016;09/02/2017;3347;2;LIMPIADOR/A;08;SALUD;081010000000;DELEGACIÓN TERRITORIAL DE ALAVA;000108;DIRECCION TERRITORIAL DE SANIDAD (A);1;01;;22.155,70
09/05/2016;09/02/2017;3353;1;OFICIAL DE PRIMERA;08;SALUD;081030000000;DELEGACIÓN TERRITORIAL DE BIZKAIA;000334;SANIDAD BILBAO;6;01;;29.041,18
09/05/2016;09/02/2017;3347;4;LIMPIADOR/A;08;SALUD;081050000000;DELEGACIÓN TERRITORIAL DE GIPUZKOA;000697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;01;;22.155,70
09/05/2016;09/02/2017;3347;6;LIMPIADOR/A;08;SALUD;081050000000;DELEGACIÓN TERRITORIAL DE GIPUZKOA;000697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;01;;22.155,70
09/05/2016;09/02/2017;3347;7;LIMPIADOR/A;08;SALUD;081050000000;DELEGACIÓN TERRITORIAL DE GIPUZKOA;000697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;01;31/03/2014;22.155,70
09/05/2016;09/02/2017;3347;9;LIMPIADOR/A;08;SALUD;081050000000;DELEGACIÓN TERRITORIAL DE GIPUZKOA;000697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;01;;22.155,70
09/05/2016;09/02/2017;3347;18;LIMPIADOR/A;08;SALUD;081100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;000731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;01;;22.155,70
09/05/2016;09/02/2017;3347;19;LIMPIADOR/A;08;SALUD;081100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;000731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;01;31/03/2014;22.155,70
09/05/2016;09/02/2017;3347;21;LIMPIADOR/A;08;SALUD;081100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;000731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;01;31/03/2014;22.155,70
09/05/2016;09/02/2017;3446;25;SUBALTERNO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010013;ARCHIVO HISTÓRICO PROVINCIAL DE ÁLAVA;1;01;31/03/2012;22.155,70
09/05/2016;09/02/2017;3446;26;SUBALTERNO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010013;ARCHIVO HISTÓRICO PROVINCIAL DE ÁLAVA;1;01;31/03/2013;22.155,70
09/05/2016;09/02/2017;3446;27;SUBALTERNO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010012;ARCHIVO HISTÓRICO PROVINCIAL DE BIZKAIA;1;01;31/03/2012;22.155,70
09/05/2016;09/02/2017;3446;28;SUBALTERNO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010012;ARCHIVO HISTÓRICO PROVINCIAL DE BIZKAIA;1;01;31/03/2012;22.155,70
09/05/2016;09/02/2017;3581;1;TCO/A REPROGRAFÍA (SUPERVISOR);10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010012;ARCHIVO HISTÓRICO PROVINCIAL DE BIZKAIA;9;03;;34.657,56
09/05/2016;09/02/2017;3582;1;TÉCNICO/A REPROGRAFÍA;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010013;ARCHIVO HISTÓRICO PROVINCIAL DE ÁLAVA;8;03;;32.422,88
09/05/2016;09/02/2017;3582;2;TÉCNICO/A REPROGRAFÍA;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010012;ARCHIVO HISTÓRICO PROVINCIAL DE BIZKAIA;8;03;;32.422,88
09/05/2016;09/02/2017;3583;1;RESTAURADOR/A DOCUMENTOS GRÁFICOS;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010012;ARCHIVO HISTÓRICO PROVINCIAL DE BIZKAIA;11;03;;39.197,10
09/05/2016;09/02/2017;3584;1;ADMINISTRATIVO/A GENERAL;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101100000000;DIRECCION DE PATRIMONIO CULTURAL;010011;ARCHIVO HISTÓRICO PROVINCIAL DE GIPUZKOA;6;03;;29.041,18
09/05/2016;09/02/2017;3053;2;ORDENANZA MANTENIMIENTO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101300000000;DIRECCION DE JUVENTUD Y DEPORTES;000167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);2;01;31/03/2007;23.612,82
09/05/2016;09/02/2017;3476;1;RESPONSABLE MEDICO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101300000000;DIRECCION DE JUVENTUD Y DEPORTES;000167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;04;31/03/2000;52.863,90
09/05/2016;09/02/2017;3476;2;RESPONSABLE MEDICO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101300000000;DIRECCION DE JUVENTUD Y DEPORTES;000167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;04;31/10/2004;52.863,90
09/05/2016;09/02/2017;3477;1;GESTOR TECNICO DEPORTIVO;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101300000000;DIRECCION DE JUVENTUD Y DEPORTES;000167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);13;03;31/03/2000;45.253,08
09/05/2016;09/02/2017;3478;1;RESPONSABLE LABORATORIO CPT;10;CULTURA Y POLÍTICA LINGÜÍSTICA;101300000000;DIRECCION DE JUVENTUD Y DEPORTES;000167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;04;31/03/2000;52.863,90
09/05/2016;09/02/2017;3203;1;JEFE/A AREA DOCUMENTACION Y ANALISIS;11;SEGURIDAD;110200000000;DIRECCIÓN DE COMUNICACIÓN;000333;GOBIERNO VASCO - BILBAO, GRAN VIA, 81;15;03;;50.175,72
09/05/2016;09/02/2017;3249;1;AUXILIAR ADMINISTRATIVO/A B;11;SEGURIDAD;110200000000;DIRECCIÓN DE COMUNICACIÓN;000333;GOBIERNO VASCO - BILBAO, GRAN VIA, 81;5;02;;26.857,32
09/05/2016;09/02/2017;3282;1;TECNICO/A IMAGEN ANALOGICA-DIGITAL;11;SEGURIDAD;110200000000;DIRECCIÓN DE COMUNICACIÓN;000322;SEDE DE INTERIOR-ERANDIO;9;02;31/12/2017;33.094,60
09/05/2016;09/02/2017;3142;3;TECNICO/A MEDIO ADMINISTRACION;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;10;02;31/12/2017;35.330,96
09/05/2016;09/02/2017;3168;4;JEFE/A DE COCINA;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;003659;UNIDAD DE PROTECCION;9;01;;33.094,60
09/05/2016;09/02/2017;3189;1;JEFE/A DIVISION PARQUE MÓVIL;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;99;03;31/12/2014;65.719,36
09/05/2016;09/02/2017;3198;1;JEFE/A AREA APROVISIONAMIENTO Y ADMINIST;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;17;03;31/10/1994;59.042,62
09/05/2016;09/02/2017;3200;1;JEFE/A AREA CONTABILIDAD Y PRESUPUESTOS;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;17;03;31/12/2017;59.042,62
09/05/2016;09/02/2017;3201;1;JEFE/A AREA CONTRATACION;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;16;03;31/12/2017;54.664,82
09/05/2016;09/02/2017;3202;1;JEFE/A AREA DESARROLLO Y APLICACIONES;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;17;03;;59.042,62
09/05/2016;09/02/2017;3204;1;JEFE/A AREA TALLERES PARQUE MÓVIL;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;16;03;31/12/2017;54.664,82
09/05/2016;09/02/2017;3205;1;JEFE/A AREA ESTUDIOS Y PROYECTOS;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;17;03;;59.042,62
09/05/2016;09/02/2017;3208;1;JEFE/A AREA INSTALACIONES Y SEGURIDAD;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;17;03;;59.042,62
09/05/2016;09/02/2017;3209;1;JEFE/A AREA GESTIÓN SUMINISTROS Y SERVIC;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;16;03;31/03/2014;54.664,82
09/05/2016;09/02/2017;3214;1;JEFE/A AREA SISTEMAS;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;15;03;;50.175,72
09/05/2016;09/02/2017;3218;1;JEFE/A SECCION SISTEMAS HORIZONTALES;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;14;03;;46.567,92
09/05/2016;09/02/2017;3220;1;JEFE/A SECCION CENTROS COORDINACION;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;14;03;31/10/1994;46.567,92
09/05/2016;09/02/2017;3222;1;JEFE/A SECCION MANTENIMIENTO CONSTRUCCIO;11;SEGURIDAD;111100000000;DIR. GESTIÓN ECONÓMICA Y RECURSOS GENER.;000322;SEDE DE INTERIOR-ERANDIO;14;03;;46.567,92
